,pred
2025-06-09,105.33792114257812
2025-06-10,116.66140747070312
2025-06-11,124.77436828613281
2025-06-12,130.03024291992188
2025-06-13,128.3383331298828
2025-06-14,133.3356475830078
2025-06-15,165.72164916992188
2025-06-16,135.84701538085938
2025-06-17,131.5274658203125
2025-06-18,135.127197265625
2025-06-19,129.60238647460938
2025-06-20,130.8956756591797
2025-06-21,130.69573974609375
2025-06-22,130.3172149658203
2025-06-23,133.22772216796875
