fecha_reparto,y_true,y_pred
2024-01-02,872.3499799,121.59302520751953
2024-01-03,63.416667000000004,136.569091796875
2024-01-04,107.683334,121.59302520751953
2024-01-05,78.3833403,124.77288818359375
2024-01-06,100.666609,121.59302520751953
2024-01-07,153.016664,121.59302520751953
2024-01-09,117.9166563,121.59302520751953
2024-01-10,116.8416524,121.59302520751953
2024-01-11,93.916674,121.59302520751953
2024-01-12,75.62499,121.59302520751953
2024-01-13,83.7916633,121.59302520751953
2024-01-14,103.37499,121.59302520751953
2024-01-16,130.991658,121.59302520751953
2024-01-17,140.2083233,121.59302520751953
2024-01-18,125.7416636,121.59302520751953
2024-01-19,189.4750302,121.59302520751953
2024-01-20,113.0583136,121.59302520751953
2024-01-21,349.13331999999997,121.59302520751953
2024-01-23,136.374937,121.59302520751953
2024-01-24,167.0166496,121.59302520751953
2024-01-25,78.7999963,121.59302520751953
2024-01-26,73.4666566,121.59302520751953
2024-01-27,82.1916564,121.59302520751953
2024-01-28,106.44167,121.59302520751953
2024-01-30,113.6916333,121.59302520751953
2024-01-31,130.9583333,121.59302520751953
2024-02-01,130.9,121.59302520751953
2024-02-02,92.60832,121.59302520751953
2024-02-03,52.1916597,121.59302520751953
2024-02-04,91.383326,121.59302520751953
2024-02-06,116.0499963,118.76669311523438
2024-02-07,119.291656,121.59302520751953
2024-02-08,74.366647,121.59302520751953
2024-02-09,123.0916503,121.59302520751953
2024-02-10,151.75833,121.59302520751953
2024-02-11,150.1999537,121.59302520751953
2024-02-13,132.825,121.59302520751953
2024-02-14,148.89999,121.59302520751953
2024-02-15,98.89166,121.59302520751953
2024-02-16,80.8249933,121.59302520751953
2024-02-17,248.941657,121.59302520751953
2024-02-18,90.9166736,121.59302520751953
2024-02-20,123.89166,121.59302520751953
2024-02-21,150.9749907,121.59302520751953
2024-02-22,193.3499897,121.59302520751953
2024-02-23,199.283327,121.59302520751953
2024-02-24,116.29166670000001,121.59302520751953
2024-02-25,308.1416506,121.59302520751953
2024-02-27,95.7499996,121.59302520751953
2024-02-28,194.30834,121.59302520751953
2024-03-01,131.416666,121.59302520751953
2024-03-02,109.791667,121.59302520751953
2024-03-03,99.79167,121.59302520751953
2024-03-04,158.5166667,121.59302520751953
2024-03-06,87.5083346,121.59302520751953
2024-03-07,120.80833369999999,121.59302520751953
2024-03-08,124.5999903,121.59302520751953
2024-03-09,137.83333,121.59302520751953
2024-03-10,193.9666606,121.59302520751953
2024-03-11,707.7249856,121.59302520751953
2024-03-13,1033.033327,136.569091796875
2024-03-14,7986.1997312,136.569091796875
2024-03-15,287.099963,124.77288818359375
2024-03-16,108.525,124.77288818359375
2024-03-17,2117.833141,121.59302520751953
2024-03-18,229.61666,121.59302520751953
2024-03-20,199.56666,121.59302520751953
2024-03-21,165.2166607,121.59302520751953
2024-03-22,437.9833126,121.59302520751953
2024-03-23,152.7333276,121.59302520751953
2024-03-24,133.9916637,121.59302520751953
2024-03-25,293.9749929,121.59302520751953
2024-03-27,127.78333,121.59302520751953
2024-03-28,109.78333,121.59302520751953
2024-03-29,119.53333,121.59302520751953
2024-03-30,154.174986,121.59302520751953
2024-03-31,79.125,121.59302520751953
2024-04-01,143.2416733,121.59302520751953
2024-04-03,133.0833303,121.59302520751953
2024-04-04,136.0666666,121.59302520751953
2024-04-05,411.2916666,121.59302520751953
2024-04-06,513.0082903,121.59302520751953
2024-04-08,415.6583063,121.59302520751953
2024-04-10,221.83333,121.59302520751953
2024-04-11,195.2666563,121.59302520751953
2024-04-12,232.9333343,121.59302520751953
2024-04-13,155.4416573,121.59302520751953
2024-04-14,60.775001,121.59302520751953
2024-04-15,142.45833,121.59302520751953
2024-04-17,85.43332,121.59302520751953
2024-04-18,71.7249967,121.9465560913086
2024-04-19,162.4166709,121.59302520751953
2024-04-20,135.958333,121.59302520751953
2024-04-21,110.0416666,121.59302520751953
2024-04-22,121.5166566,121.59302520751953
2024-04-24,374.92496,121.59302520751953
2024-04-25,100.08333400000001,121.59302520751953
2024-04-26,153.308317,121.59302520751953
2024-04-27,58.0583303,121.59302520751953
2024-04-28,93.78332,121.59302520751953
2024-04-29,236.3999669,121.59302520751953
2024-05-02,172.4666666,121.59302520751953
2024-05-03,191.6250003,121.59302520751953
2024-05-04,124.2666603,121.59302520751953
2024-05-05,134.7749967,121.59302520751953
2024-05-06,635.1249196,121.59302520751953
2024-05-08,83.9166673,121.59302520751953
2024-05-09,148.6083366,121.59302520751953
2024-05-10,288.3666646,121.59302520751953
2024-05-11,101.824997,121.59302520751953
2024-05-12,199.6583306,121.59302520751953
