fecha_reparto,Real,Predicción
2024-11-03,7532.78,10837.210860250407
2024-11-04,8564.47,9050.778882038807
2024-11-06,7124.61,10141.354605214858
2024-11-07,7866.47,12129.461920047142
2024-11-08,12641.24,12444.562528905208
2024-11-09,8790.7,12476.284234864068
2024-11-10,11254.039999999999,11027.457530333353
2024-11-11,11313.73,9908.0496689815
2024-11-12,8508.93,8650.486848526156
2024-11-13,10314.05,10312.487686138878
2024-11-14,11013.63,9386.9915588961
2024-11-15,10354.62,10147.971383562799
2024-11-16,8921.91,9936.813073296846
2024-11-17,7702.1,10398.447730037418
2024-11-20,7658.44,7931.186538382786
2024-11-21,9150.26,10225.090281858984
2024-11-22,10751.99,10233.87766460131
2024-11-23,9107.2,11608.93135497873
2024-11-24,9365.460000000001,12299.776881064352
2024-11-25,10358.12,11665.167189104617
2024-11-26,7159.94,10430.763004565526
2024-11-27,7364.06,10800.530692725606
2024-11-28,10205.36,11688.9918123482
2024-11-29,7686.85,9848.218371565315
2024-11-30,9497.909999992,11161.505296678793
2024-12-01,7491.116666666,12374.575705440036
2024-12-02,5950.01,9242.24032815762
2024-12-04,7117.84,9890.655648776084
2024-12-05,11919.21,11616.950653025744
2024-12-06,9906.53,11870.85038613838
2024-12-07,10656.97,12500.878206257868
2024-12-08,12007.3,13376.276411429237
2024-12-09,9064.29,11377.54970228658
2024-12-10,8962.03,10269.901132439401
2024-12-11,10269.01,10812.874174325367
2024-12-12,8869.81,11821.296790096205
2024-12-13,8530.66,12100.535561821103
2024-12-14,11255.539999999999,12358.822063288157
2024-12-15,7520.6,11512.808777711232
2024-12-16,9537.64,9203.00051018778
2024-12-17,10939.81,9878.648218453356
2024-12-18,10450.18,10088.707425799008
2024-12-19,10148.8,12897.809067055467
2024-12-20,13994.42,11905.903383906227
2024-12-21,12267.44,13406.14888409909
2024-12-22,12781.49,10977.498278244151
2024-12-23,13386.37,11338.613490727095
2024-12-24,9556.94,8995.590746416547
2024-12-26,10388.09,9977.222704939606
2024-12-27,12972.96,11531.717814348278
2024-12-28,12448.58,9971.972572023076
2024-12-29,15207.63,10569.716848228089
2024-12-30,13457.916666653,10453.302479854045
2024-12-31,13186.683333323,10082.057552065085
2025-01-03,8764.208333328,13050.068888887863
2025-01-04,9092.625000014,13571.902585868489
2025-01-05,13560.599999976,14893.542085828134
2025-01-06,12218.041666649,13793.596613294527
2025-01-08,11773.98333332,13611.19353746983
2025-01-09,14683.641666598,12041.890931972546
2025-01-10,12504.541666709,13435.942655027122
2025-01-11,10260.416666641,13185.705336858937
2025-01-12,9868.841666639,13227.482793657035
2025-01-13,13226.666666615,11172.885097760325
2025-01-15,10078.141666616,11366.01062234019
2025-01-16,12736.316666626,10378.117309736332
2025-01-17,11159.133333289,11671.898284313167
2025-01-18,11846.083333303,12849.339036867454
2025-01-19,10592.86666664,12619.374295765521
2025-01-20,10996.524999969,13963.960405387377
2025-01-22,10246.849999989,14455.868360956048
2025-01-23,10775.983333311,12475.53313200144
2025-01-24,11661.633333292,11154.239996190008
2025-01-25,11121.591666606,11971.646667523271
2025-01-26,12229.241666634,14338.657008875169
2025-01-27,12811.908333274,14677.006760310727
2025-01-29,10672.949999973,15756.917046904146
2025-01-30,15952.949999965,15503.08454226645
2025-01-31,14921.508333275,12541.61587891114
2025-02-01,10812.39,9979.872709805812
2025-02-02,9385.78,12202.815067589498
2025-02-03,10437.06,13625.952440155364
2025-02-05,11992.891666678,12830.2783894346
2025-02-06,13558.54166662,16319.399051556275
2025-02-07,13981.508333324,13994.090252843185
2025-02-08,13876.124999993,14392.462192388826
2025-02-09,11545.041666624,13994.540897185127
2025-02-10,13560.649999966,13744.401174474098
2025-02-12,13649.208333291,12618.389634105704
2025-02-13,13560.62,15908.971710414868
2025-02-14,12695.941666638,14914.463160030382
2025-02-15,11032.799999991,15455.815827026216
2025-02-16,12743.091666659,15199.778333893028
2025-02-17,11481.02499996,14410.44510943939
2025-02-19,11022.758333318001,14013.266801075277
2025-02-20,14736.291666611,15350.950820463435
2025-02-21,14882.124999951,15211.266071564907
2025-02-22,11148.033333284,13476.182079319266
2025-02-23,11047.83,15680.145512920595
2025-02-24,14472.22,15975.906407331591
2025-02-26,11735.858333306,16361.712515522588
2025-02-27,14133.641666295,16377.921044971334
2025-02-28,25406.57499993,15795.238024503396
2025-03-01,8135.758333305,13522.575127098788
2025-03-02,9034.649999964,11383.370127397664
2025-03-04,8665.541666646,11735.70218237472
2025-03-05,12754.883333314,10814.325501161531
2025-03-06,13962.29999997,13728.777460281264
2025-03-07,12517.866666656,13965.910127032927
2025-03-08,10600.875,12170.456026975118
2025-03-09,12815.191666649,13557.267179428756
2025-03-11,8914.62,10967.763713058343
2025-03-12,11222.17,11846.216391774928
2025-03-13,12825.960000000001,13280.592784185314
2025-03-14,12573.59,13709.624076676882
2025-03-15,9172.775000008,12771.543518502172
2025-03-16,10090.074999971,12274.55504332507
2025-03-18,8961.866666659,12278.155739528633
2025-03-19,8682.808333292,11090.088753160051
2025-03-20,10210.916666632,13986.712706804181
2025-03-21,9469.224999984,14312.814736928627
2025-03-22,7513.808333333,14475.71838222779
2025-03-23,10449.92499997,12074.385500984472
2025-03-24,7767.716666666,11089.979047123787
2025-03-25,9038.966666661,9840.474654830952
2025-03-26,8452.041666649,13604.347462635229
2025-03-27,12213.716666655,13231.107138343043
2025-03-28,8772.166666697,14267.155233997464
2025-03-30,11245.900000025,14840.89358382092
2025-03-31,9516.424999992,12867.339079179086
2025-04-02,9970.591666651,10951.44363219398
2025-04-03,10651.583333344,11692.60561818201
2025-04-04,9028.466666664,9497.902193729315
2025-04-05,10675.349999992,8102.899425457683
2025-04-06,14910.674999982,10370.250061074847
2025-04-08,11233.933333318,7398.856574455687
2025-04-09,8719.15833331,8720.13793850419
2025-04-10,10273.116666638,9546.715024795225
2025-04-11,8330.349999978,11621.067148961092
2025-04-12,8445.88333332,11210.92738293103
2025-04-13,10478.041666657,12867.632116801005
2025-04-15,7214.816666658,9567.509975188555
2025-04-16,9614.45833332,9490.902845317794
2025-04-17,9319.666666645,10101.677648956575
2025-04-18,7639.549999978,10740.965366963634
2025-04-19,8468.991666633,9337.565870313487
2025-04-20,12029.466666635,10859.486149290573
2025-04-22,7977.358333296,7543.022405202625
2025-04-23,9553.899999961,8829.283714013944
2025-04-24,9835.466666633,10407.910510628506
2025-04-25,8334.533333251,11031.61539054805
2025-04-26,8123.183333246,11850.060507899614
2025-04-27,10935.799999999,13200.226754014058
2025-04-28,8967.899999991,10240.697287654722
2025-04-29,8884.325000017,8986.867619203691
2025-04-30,9641.241666643,9257.573449400274
2025-05-02,5988.06,10220.875545254621
2025-05-03,7374.85,10346.693639208139
2025-05-04,8165.44,11995.85394218899
2025-05-06,7909.1,7310.281779260256
2025-05-07,8634.541666662,7566.425943211172
2025-05-08,9115.691666677,10242.800803767852
2025-05-09,8118.783333334,10592.649890665069
2025-05-10,8831.833333319,11084.222361456452
2025-05-11,11817.299999975,12141.568312875015
2025-05-13,7540.441666649,9120.633891880776
2025-05-15,9329.983333332,10156.99486740707
2025-05-16,6820.808333308,7837.32268215095
2025-05-17,7213.849999995,9551.703220040834
2025-05-18,8448.666666643,9350.144598449395
2025-05-20,6575.216666643,10102.842983924647
2025-05-21,7252.0916666680005,9580.297593792298
2025-05-22,8794.899999978,10571.25240699003
2025-05-23,6983.724999962,9732.253159654421
2025-05-24,6746.783333291,11766.232906142119
2025-05-25,9371.766666626,10777.095257413175
2025-05-26,6400.974999939,10769.414373080794
2025-05-27,8049.291666607,9753.069875841476
2025-05-28,6419.349999987,9917.253418763543
2025-05-29,8182.308333324,10550.38949776106
2025-05-30,8810.008333363001,10950.017104535096
2025-05-31,12075.14,10140.63205936348
2025-06-01,2776.916666667,11043.541114761498
2025-06-02,58.34,8700.980572544282
2025-06-03,6166.704999969,8336.957680908377
2025-06-04,7778.334999973,8628.23234276119
2025-06-05,7282.663333331,10979.190212007206
2025-06-06,8062.680000011,11563.157628721383
