fecha_reparto,Real,Predicción
2025-05-10,8831.833333319,9047.5185546875
2025-05-11,11817.299999975,10231.4658203125
2025-05-13,7540.441666649,8099.6201171875
2025-05-15,9329.983333332,9850.521484375
2025-05-16,6820.808333308,8782.013671875
2025-05-17,7213.849999995,7659.69775390625
2025-05-18,8448.666666643,8831.6826171875
2025-05-20,6575.216666643,10474.2490234375
2025-05-21,7252.0916666680005,8443.5986328125
2025-05-22,8794.899999978,8781.8720703125
2025-05-23,6983.724999962,9497.9794921875
2025-05-24,6746.783333291,8457.4287109375
2025-05-25,9371.766666626,8458.3740234375
2025-05-26,6400.974999939,9535.326171875
2025-05-27,8049.291666607,9751.65234375
2025-05-28,6419.349999987,9579.671875
2025-05-29,8182.308333324,9149.5595703125
2025-05-30,8810.008333363001,8168.9833984375
2025-05-31,12075.14,8017.05419921875
2025-06-01,2776.916666667,9185.1953125
2025-06-02,58.34,8380.794921875
2025-06-03,6166.704999969,9102.7734375
2025-06-04,7778.334999973,8985.3525390625
2025-06-05,7282.663333331,8254.1064453125
2025-06-06,8062.680000011,8483.572265625
2025-06-07,14589.413333331999,9823.76953125
2025-06-08,7908.68333335,8492.0107421875
2025-06-09,7511.62,9477.3193359375
2025-06-10,6512.86,8895.3837890625
2025-06-11,7721.45,9124.3173828125
2025-06-12,9493.56,9932.2646484375
2025-06-13,7211.59,8946.8720703125
2025-06-14,9846.48,8918.8251953125
2025-06-16,12715.79,8111.078125
2025-06-17,6132.6,8822.1533203125
2025-06-18,7343.44,8171.16259765625
2025-06-19,6725.5,10322.9853515625
2025-06-20,6186.37,10163.1796875
2025-06-21,8545.74,8414.1064453125
2025-06-23,9150.59,7563.185546875
2025-06-24,8484.31,9818.2919921875
2025-06-25,11813.08,9903.0712890625
2025-06-26,10128.23,11371.595703125
2025-06-27,6804.0,9679.12890625
2025-06-28,14218.72,8997.4296875
2025-06-30,10721.14,8715.791015625
2025-07-01,4773.05665,8582.08984375
2025-07-02,7007.92332,7965.3291015625
2025-07-03,6331.86999,8658.544921875
2025-07-04,5739.04331,9867.5283203125
2025-07-05,7718.84333,8506.484375
2025-07-07,8072.09666,8028.27294921875
2025-07-08,7331.63332,8196.1650390625
2025-07-09,7904.25,7958.283203125
2025-07-10,7743.46332,10154.9755859375
2025-07-11,6535.44332,9409.048828125
2025-07-12,8542.47332,8467.3466796875
2025-07-14,7381.01666,8334.4931640625
2025-07-15,7821.11665,9440.0703125
2025-07-16,8020.69665,10629.6201171875
2025-07-17,7881.6433,7647.31787109375
2025-07-18,8001.19998,7719.7626953125
2025-07-19,8426.66665,8979.5849609375
2025-07-21,7065.69332,8717.6357421875
2025-07-22,8917.63332,8792.96875
2025-07-23,10667.529989999999,10054.7490234375
2025-07-24,8538.14666,7985.52392578125
2025-07-25,8859.06,9592.55859375
2025-07-26,10700.74999,9871.8173828125
2025-07-27,6921.42665,9437.78125
2025-07-28,5803.38666,10047.3212890625
2025-07-30,8623.91665,9068.099609375
2025-07-31,11217.69998,8047.740234375
2025-08-01,5814.5,8831.0986328125
2025-08-02,8390.16494,8808.7587890625
2025-08-04,6614.40333,8330.81640625
2025-08-05,7115.79332,9048.5576171875
2025-08-06,8908.11333,9230.2421875
2025-08-07,8961.18,8780.9912109375
2025-08-08,6526.78998,8735.384765625
2025-08-09,7719.4533,8423.119140625
2025-08-11,7837.2,7989.236328125
2025-08-12,8502.15664,8825.8408203125
2025-08-13,10226.96332,9524.20703125
2025-08-14,6363.40999,8302.6337890625
2025-08-15,6357.10331,8960.734375
2025-08-16,7786.34332,8911.6875
2025-08-18,8879.81665,8421.166015625
2025-08-19,7399.41331,8473.296875
2025-08-20,10667.90666,9427.8115234375
2025-08-21,6978.59333,9694.1943359375
2025-08-22,7357.28666,9354.3583984375
2025-08-23,8098.25332,9425.107421875
2025-08-24,6720.74662,8197.8671875
2025-08-25,5632.37,9756.9453125
2025-08-26,7536.75998,9551.7119140625
2025-08-27,5358.73666,8767.8759765625
2025-08-28,6821.31665,8857.84375
2025-08-29,7736.19332,8923.0947265625
2025-08-30,9891.2933,7977.40625
2025-08-31,6164.09999,8912.45703125
2025-09-02,4687.15333,9476.5341796875
2025-09-03,5351.97332,8778.4521484375
2025-09-04,5510.0333200000005,8594.2841796875
2025-09-05,5543.0,8467.537109375
2025-09-06,6401.08,8800.271484375
2025-09-08,6527.56332,9357.9580078125
2025-09-09,5439.21998,9778.7578125
2025-09-10,8670.56666,9294.1005859375
2025-09-11,10468.69332,8389.53515625
2025-09-12,5838.84999,8417.08203125
2025-09-13,6850.18332,8353.4580078125
2025-09-15,7429.35665,8890.5771484375
2025-09-16,8932.75998,8865.6396484375
2025-09-17,6969.84331,8597.841796875
2025-09-18,9015.09999,8372.4365234375
2025-09-19,6524.84331,8448.8720703125
2025-09-20,8695.02665,8364.7353515625
2025-09-22,8328.71999,8834.2587890625
2025-09-23,6671.57666,8118.36328125
2025-09-24,9320.07163,9354.6015625
2025-09-25,6787.65666,9846.380859375
2025-09-26,7568.76999,9447.4970703125
2025-09-27,8591.33,9741.80859375
2025-09-28,8038.78663,10394.75
2025-09-29,6468.31665,9344.7490234375
2025-09-30,9125.0,9444.9482421875
2025-10-01,3170.31333,9503.76953125
2025-10-02,10370.61666,9534.3095703125
2025-10-03,7082.61996,8862.3740234375
2025-10-04,7733.96995,8253.4658203125
2025-10-06,15384.71999,9516.248046875
2025-10-07,6743.5333,9801.927734375
2025-10-08,7591.34997,10807.3447265625
2025-10-09,7586.29333,9770.1103515625
2025-10-10,5834.56663,8862.0947265625
2025-10-11,10754.94999,8722.28515625
2025-10-13,7632.35331,9182.6298828125
2025-10-14,7372.3133,8808.2802734375
2025-10-15,7782.16662,9035.5703125
2025-10-16,9235.8733,8311.849609375
2025-10-17,7177.27665,8955.5087890625
2025-10-18,10700.8066,9482.2197265625
2025-10-20,10077.88331,8718.8408203125
2025-10-21,7246.1133,8426.0361328125
2025-10-22,7515.51663,9809.349609375
2025-10-23,6895.54665,9253.939453125
2025-10-24,6319.56666,8827.1875
2025-10-25,7677.39332,9874.4560546875
2025-10-27,8123.69664,8063.52490234375
2025-10-28,7031.27664,7696.51123046875
2025-10-29,9581.93664,9067.384765625
2025-10-30,8114.63663,8117.1064453125
2025-10-31,8228.25998,8454.6904296875
2025-11-01,6217.46664,10131.4169921875
2025-11-03,5652.28333,9162.478515625
2025-11-04,6695.2333,9561.58203125
2025-11-05,8715.64665,9199.990234375
2025-11-06,11565.25,7159.62353515625
2025-11-07,7714.48333,8131.81982421875
2025-11-08,9320.37999,10082.072265625
2025-11-10,7884.5,8187.06005859375
2025-11-11,7715.76666,8862.7197265625
2025-11-12,8926.48332,8997.1259765625
2025-11-13,6570.59999,8285.7392578125
2025-11-14,7136.31666,8544.5966796875
2025-11-15,9035.33332,10117.203125
2025-11-17,8353.81333,9039.0048828125
2025-11-18,6941.86666,9295.8251953125
2025-11-19,8122.53333,8378.62109375
2025-11-20,9386.15999,7219.732421875
2025-11-21,7974.83333,8156.12353515625
2025-11-22,11543.41664,9648.55859375
2025-11-24,12705.8,8522.3046875
2025-11-25,10351.78333,9155.6005859375
2025-11-26,12013.80999,8779.6220703125
2025-11-27,10279.19665,8416.2412109375
2025-11-28,9670.31665,8391.529296875
2025-11-29,11571.32999,9322.421875
2025-11-30,12678.96331,7917.4404296875
2025-12-02,6112.03333,7799.91015625
2025-12-03,7836.08333,8959.755859375
2025-12-04,9311.0,9819.109375
2025-12-05,7412.23332,9030.6357421875
2025-12-06,8723.26665,11042.248046875
2025-12-08,7828.99999,10589.919921875
2025-12-09,7476.2,9119.748046875
2025-12-10,12347.09333,9946.6435546875
2025-12-11,10835.03333,9409.302734375
2025-12-12,10515.59333,9090.009765625
2025-12-13,11636.0,10292.080078125
2025-12-14,9335.14999,9487.8291015625
2025-12-15,9053.70332,9111.359375
2025-12-16,10384.06666,10819.0703125
2025-12-17,10778.06666,10290.0078125
2025-12-18,7528.30999,9246.677734375
2025-12-19,11651.31,10539.14453125
2025-12-20,9907.73333,11151.8779296875
2025-12-21,9344.27998,9192.95703125
2025-12-22,12651.86333,10784.5986328125
2025-12-23,16336.16665,9564.5625
2025-12-24,9273.82666,9215.9248046875
2025-12-26,10274.99333,10559.62890625
2025-12-27,8709.29666,9651.005859375
2025-12-28,10107.14999,8605.3837890625
2025-12-29,10147.77665,9140.4326171875
2025-12-30,8356.09666,9495.19140625
2025-12-31,17922.8,8571.0888671875
